title,company,location,salary,description,pageurl
Software Development Engineer - Computer Vision,Apple,"Santa Clara Valley, CA",,"Summary
Posted:
Nov 5, 2018
Role Number:
200008363
The group at Apple that developed the technology shipped in Animoji, ARKit, and FaceID, is looking for an experienced full stack engineer. You will be working with experts in machine learning to develop tools, automation and pipelines to analyze and validate massive amounts of data.
Key Qualifications
5+ years of industry experience in C/C++ and/or Python adhering to the best coding practices.
3+ years of industry experience in software design and API design.
Took active role in developing / extending continuous integration, regression testing and integration testing frameworks.
Excellent communication and collaboration skills.
Problem solving, hacking, and debugging skills.
Experience in productizing deep learning or/and computer vision algorithms is a bonus.
Experience with acceleration on SoC or/and GPU is a bonus.
Comfortable working in a research environment exploring the unknown.
Description
You will help implement computer vision/deep learning algorithms on CPU, GPU, and dedicated hardware blocks with an emphasis on performance and power. You will develop new private and public frameworks/APIs used by many clients and be responsible to make those as extendable and readable for years to come. You will work together with algorithm engineers to productize and optimize algorithms and you will work with hardware and driver/firmware teams to build software stack on top of new unreleased hardware.",https://www.indeed.com/viewjob?jk=e83219d6031d109a&from=serp&vjs=3
"Full Stack Software Engineer - Columbia, MD",Piper Companies,"Columbia, MD 21045",,"Piper Companies is searching for a Full-Stack Software Engineer for our client in Columbia, MD! The ideal candidate will have solid Front-End Development tools experience with tools such as JavaScript, JQuery, Backbone, CSS, Node, AngularJS & etc. HIGH SALARY range and they are looking to fill ASAP! If you or anyone you know is interested, please send updated resumes to rsiddiqui@pipercompanies.com and let me know when is a good time we can chat over the phone. My direct line is 410-844-7783. I look forward to hearing back from you soon! Thanks!
FULL STACK SOFTWARE ENGINEER – COLUMBIA, MD
City: Columbia
State: Maryland
Status: Active
Job Title: Full Stack Web Developer
Location: Columbia, MD
Clearance: Public Trust (Not Needed to Start/Must be a US CITIZEN OR GREEN CARD TO START) - Must have lived in the US at least 3 out of the last 5 years
**US Citizen or Green Card Holder**
Summary:
Our client is looking for a Full Stack Web Developer to support their team. The project will provide customers with single sign on and makes use of micro-services. The full stack web developer will build Portal-related web applications. The ideal candidate will promote high quality, use of best practices and an outstanding user experience (UX). The full stack developer will independently identify and resolve UX pain points, will stay current with regard to portal/web technology and will require minimal management direction/supervision.
Responsibilities
Actively participate in the entire application lifecycle
Elicit and fulfill front-end and back-end requirements
Develop functional and fast-responsive web applications, using markup languages
Enhance/leverage mobile-based and web-based features
Troubleshoot UI and ensure optimal performance
Fix bugs and improve usability
Employ the latest technology to re-build legacy apps
Perform training and support development activities
Utilize/promote best practices, including reusable code
Requirements:
Bachelor’s degree in Computer Science or Information Technology
4+ years of experience on a software development team, with a minimum of 2+ years of experience with the full stack of a web application
Working knowledge of front-end frameworks (Angular 7)
2+ years of experience with unit, and end-to-end testing
2+ years of experience building REST web API’s
2+ years of experience with Javascript (JQuery, Backbone, React, Angular) CSS (SASS, LESS) Node
2+ years of experience with AWS, Relational databases (Mysql; Postgres), Caching (Redis; Varnish), Docker
2+ years of experience with continuous delivery and integration tools: Jenkins, Nexus, Artifactory
2+ years of experience with build/SCM tools: Maven, Gradle, NPM
2+ years of experience writing build scripts using Python, Unix Shell (bash, ksh) or perl
2+ years of Hands-on Unix/Linux experience
Sincerely,
Raheel Siddiqui
Sr. IT Delivery Manager
l Piper Companies – IT Solutions
Direct Line: (410) 844-7783
I
Cell: (410) 599-7293
rsiddiqui@pipercompanies.com | www.pipercompanies.com | LinkedIn
5950 Symphony Woods Rd. Suite 301, Columbia, MD 21044",https://www.indeed.com/viewjob?jk=96fc22224ce5dfe3&from=serp&vjs=3
Full Stack Developer (Java/Node JS),Bechtel,"Reston, VA 20190",,"Requisition ID:
219031
Bechtel is seeking a talented, energetic, ambitious and experienced Full Stack Developer who wants to join our software development team in Reston, VA. As the Software Developer you will have the opportunity to be a member of our global software development organization working with state of the art tools and technologies to build the next wave of software applications for our global enterprise. You'll get the chance to interface with customers, create new products and web and mobile applications, and improve on existing systems and code. The products that you build will touch thousands of users across the globe.
Responsibilities:
Develop full stack applications that are scalable, robust, and thoughtfully designed. You should be comfortable with all layers of the stack, from the database to the front-end.
Design database schemas.
Full software development lifecycle, from design to implementation.
Ship production code to a large customer base, and will take full ownership of your work, including testing and deployments.
Collaborate with other software engineers, domain experts, and end-users, to build the right solutions that address our business needs.
Oversee the design, scoping, implementation, and testing in short agile release cycles
Interface with Software Quality Assurance and deployment teams.
Identify and implement technical innovations to improve work processes.
Work closely with the lead developer and users to assure that business requirements are accurately represented in design and implementation phases.
Receive direction from various business divisions.
Basic Qualifications – Level 1
Bachelor of Science degree in Computer Science, Computer Engineering, CIS, MIS or related technical field of study
9+ years of software development experience
3+ years of full stack experience developing and deploying applications
3+ years of Java and Python based software development experience
Basic Qualifications – Level 2
Bachelor of Science degree in Computer Science, Computer Engineering, CIS, MIS or related technical field of study
13+ years of software development experience
3+ years of full stack experience developing and deploying applications
3+ years of Java and Python based software development experience
Preferred Qualifications & Skills:
Deep development experience with NodeJS, Java, J2EE, Struts, Spring MVC, Tomcat, SOA, JSON, XML, and RESTful web service framework
Experience with Oracle, MongoDB, SQL Server, MySQL, Neo4j, Oracle Spatial and SQLite
Experience with HTML and CSS
Experience with Lean / Agile development methodologies
Strong technical background with hands-on experience in designing, developing, and implementing software applications.
Experience developing and consuming SOAP and REST APIs
Experience developing software in different programming languages, and demonstrated ability to quickly learn new languages, including but not limited to Java, .NET, Ruby, Python, Golang, and Javascript
Experience with implementing unit tests, integration tests, Test Driven Development
Strong development, analytical and problem solving skills
Excellent organizational and communication skills
Ability to join an existing project and quickly become productive
Must possess good teamwork skills and work effectively with cross-functional, multi-disciplinary teams
Experience in source code management (e.g. TFS, GitHub)
Shaping tomorrow together
Bechtel is one of the most respected global engineering, construction, and project management companies. Together with our customers, we deliver landmark projects that foster long-term progress and economic growth. Since 1898, we’ve completed more than 25,000 extraordinary projects across 160 countries on all seven continents. We operate through four global businesses: Infrastructure; Nuclear, Security & Environmental; Oil, Gas & Chemicals; and Mining & Metals. Our company and our culture are built on more than a century of leadership and a relentless adherence to our values, the core of which are safety, quality, ethics, and integrity. These values are what we believe, what we expect, what we deliver, and what we live.
www.bechtel.com
Bechtel is an Equal Opportunity Employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, or protected veteran status and will not be discriminated against on the basis of disability.",https://www.indeed.com/viewjob?jk=24fd2ce360e1289c&from=serp&vjs=3
Full Stack Developer,,"Boston, MA",,"Job Description
Responsibilities:
Maintain the integrity of the Nexthink corporate website codebase and architecture
Ensure the Nexthink website is moving forward from a technological perspective, adopting new technologies where appropriate, and retiring older technologies as needed.
Develop the corporate website in a way that makes content, processes, and other assets accessible to the marketing team.
Work with graphic designer/digital team to convert designs to interactive and visual elements.
Other projects as needed.
Qualifications
Experienced With:
WordPress theme / plugin development
HTML5, CSS3 (SASS), PHP, JavaScript (ES6) + jQuery, MYSQL
Responsive development using Twitter Bootstrap 4, Flexbox, CSS Grid, etc.
JavaScript libraries like jQuery, GSAP, Fancybox, Waypoints, Select2, etc.
Familiarity with Single-Page Application Frameworks such as VueJS, React, etc.
Working with various REST and SOAP APIs
Build tools such as NPM, Webpack, Gulp
Version-control systems (Git)
Command line tools
Deploybot, Gitlab Pipelines, YAML, and (or) other deployment process and automation tools to build continuous delivery pipelines.
Integrating marketing automation and CRM applications like Marketo and Salesforce
Working with 3rdparty JavaScript APIs such as Google Analytics / Optimize, Intercom, LinkedIn, Twitter, etc.
Email templating and table-based design
Additional Information
We are only as good as our people. That's why we are looking for exceptional individuals, who can bring their skills and passion to the team and who strive to create excellence.",https://www.indeed.com/viewjob?jk=1f97b4686298caac&from=serp&vjs=3
Architect-Delivery,"Marriott International, Inc","Bethesda, MD 20817",,"Posting Date
Jun 12, 2019
Job Number
19076127
Job Category
Information Technology
Location
Marriott International HQ, 10400 Fernwood Road, Bethesda, Maryland, United States VIEW ON MAP
Brand
Corporate
Schedule
Full-time
Relocation?
No
Position Type
Management
Start Your Journey With Us
Marriott International is the world’s largest hotel company, with more brands, more hotels and more opportunities for associates to grow and succeed. We believe a great career is a journey of discovery and exploration. So, we ask, where will your journey take you?
JOB SUMMARY
Reporting directly to the Sr. Director of Infrastructure Architecture, the Cloud Technical Architect will be accountable for executing against the Marriott International Cloud Strategy. This role will work directly with each Cloud Service Provider (CSP) and other Service Providers that may provide a support overlay to the services offered by each CSP. The Cloud Techinical Architect will also perform research, analysis, design, creation and implementation of products and services within a service catalog that contribute to the maturity of the Marriott International Cloud Program. These will be items such as the establishment of a Cloud Management Platform, facilitating the normalization of billing, provisioning, and capacity management, and converging both a private cloud footprint and a public cloud footprint to create an enterprise-grade hybrid cloud.
CANDIDATE PROFILE
Education and Experience
Required:
10+ years experience in an Information Technology (IT) role in a software development organization
5+ years experience in working with Cloud Infrastructure Architecture and Design
Undergraduate degree or equivalent experience/certification
Expert knowledge/experience one or more of the following:
Public Clouds
Amazon Web Services
Microsoft Azure
Google Cloud Platform
Alibaba Cloud (Aliyun)
Oracle Cloud
Private Clouds
Open Infrastructure (OpenStack)
VMware SDDC (vSphere/NSX-T/vSAN)
Microsoft Azure Stack (Hyper-V, SDS)
Nutanix AHV
Infrastructure-as-Code
HashiCorp Enterprise HashiStack: Terraform Enterprise, Vault Enterprise, Consul Enterprise, Nomad Enterprise
Chef Enterprise
Ansible Tower
Puppet Enterprise
SaltStack Enterprise
Custom API Development (Web Services)
Expert understanding of infrastructure technologies including some or all of the following:
Linux Operating Systems: Red Hat Enterprise Linux, Oracle Solaris, IBM AIX
Virtualization: VMware ESXi, KVM, Xen, Microsoft Hyper-V
Storage: SAN, NAS, Object Storage, HDFS
Networking Switching and Routing: TCP/IP, QoS, OSPF, BGP, L2 Networking, Spine and Leaf Topology, Core, Distribution, and Access Topology, Network Virtualization, Network Function Virtualization
Applications Frameworks: Tomcat, Java Spring, Java Play, node.js, NginX, JavaEE, HTML5
Security: Compliance, Information Assurance, Data Protection
Ability to design a global end to end architecture that supports 99.99% service availability
Familiarity with Cloud Native Computing Foundation (CNCF) Kubernetes
Preferred:
2+ years experience in working with Kubernetes Container-as-a-Service Platforms (Docker Enterprise, Red Hat OpenShift Enterprise, VMware EKS, Mesosphere)
Graduate Degree in Computer Science or Computer Engineering
Experience with Hyper-Converged Infrastructure Hardware (DellEMC Vx*, Nutanix, HPE Simplivity)
Experience with Converged and/or Composable Infrastructure (DellEMC PowerEdge MX, HPE Synergy, Pure FlashStack)
Familiarity with both relational (Oracle, DB2, MySQL/MariaDB, PostgreSQL, MSSQL Server), non-relational (Cassandra, Couchbase, MongoDB) database technologies, and database caching technologies (Memcached, Redis)
Familiarity with cloud native database technologies (Google Cloud Spanner, Microsoft Azure CosmosDB, Amazon RDS Aurora)
One or more Cloud Certifications: CompTIA Cloud+, EMC Cloud Architect, AWS Certified Solutions Architect - Professional, VMWare VCP6 – Cloud, Google Certified Professional - Cloud Architect, Microsoft Certifications: 70-532, 70-533, 70-534, 70-246, 70-247, Certified Kubernetes Administrator (CKA)
Experience in software development engineering (JavaScript, Java, Ruby, Python, Go)
Experience with an enterprise cloud transformation effort across a portfolio of similar size
Experience in retail and/or hospitality industries
CORE WORK ACTIVITIES
Leadership
Provides leadership, oversight, governance and strategic direction related to Cloud Services to enable the delivery of IT services
Oversees the documentation of all architecture design and analysis work
Acts as a leader and advocate of technology management, including coaching, training, and career development to staff
Serve as a role model and ensure all network and information security leaders are visible and effective partners with IT counterparts, broader Marriott stakeholders, and service providers.
Strategy & Planning
Work closely with the Enterprise Architecture (EA) team to facilitate alignment of plans with what is being delivered
Represent the Infrastructure Delivery Team in project design and execution plans, to align them with Infrastructure Delivery Projects and Roadmap
Technology Management
Provides input to the Marriott infrastructure architecture and governance model
Provides technical leadership, oversight, standardization and validation of the effectiveness for the Cloud Environment
Researches, designs, and implements high-performing software components that are standards-based, highly available and secured, delivering the required business functionality
Provides documents with a focus on how services will be leveraged in the solution architecture
Participates in the evaluation and selection of Infrastructure based products
Defines Technical Infrastructure Architectures as they related to Software Solutions Architecture initiatives within EA and Software Delivery Lifecycles (SDLCs)
Institutes governance based on best practices and ensure proper alignment to projects and major initiatives
Leads analysis of the current environment to detect critical deficiencies and recommends solutions for improvement
Leads analysis of technology industry and market trends to determine the potential impact on the overall Infrastructure architecture
Supports Solution and Domain Architecture by providing architecture direction in terms of technology, software and infrastructure for projects in the delivery life cycle
Consults with architecture teams to identify when it is necessary to modify the technical architecture to accommodate infrastructure needs.
Defines and executes upon how to transition complex applications, products, and services from the Traditional IT datacenter environment to private and/or public cloud environments
Translation of project-level and enterprise-level infrastructure architectures from the Traditional IT (systems, networking, and/or storage) footprint to Cloud Native footprints
Human and Technical Management
Educates internal and external users of the technologies to continually improve the knowledge and skill-base of the organization on how best to operate and support the infrastructure services
Defines, designs, implements and promotes standard configuration and change management, processes and practices.
Collaborates with Project Managers and business unit leaders for all projects involving enterprise data
Liaises with vendors and Service Providers to select the products or services that best meet company goal
Develops and promotes technology management methodologies and standards
Defines requirements for Service Providers for implementing the appropriate tools, software, applications, and systems to support appropriate technology goals
Defines requirements for Service Providers for establishing methods and procedures for tracking technology quality, completeness, redundancy, and improvement in collaboration with the Service Providers
Defines requirements for Service Providers to address technology-related problems in regards to systems integration, compatibility, and multiple-platform integration
Defines requirements for Service Providers to develop and implement key components as needed to create testing criteria in order to guarantee the fidelity and performance of technology architecture
Defines requirements for Service Providers for documenting the technology architecture and environment in order to maintain a current and accurate view of the larger technology picture
Demonstrate extensive Operational and Support experience with strong ITIL alignment Good Practices (i.e. Incident Management, Problem Management, Change Management, Capacity Management, Release Management, Service Level Management)
KEY COMPETENCIES
Leadership
Communication
- Conveys information and ideas to others in a convincing and engaging manner through a variety of methods.
Leading Through Vision and Values
- Keeps the organization's vision and values at the forefront of employee decision making and action.
Managing Change
- Initiates and/or manages the change process and energizes it on an ongoing basis, taking steps to remove barriers or accelerate its pace; serves as role model for how to handle change by maintaining composure and performance level under pressure or when experiencing challenges.
Problem Solving and Decision Making
- Identifies and understands issues, problems, and opportunities; obtains and compares information from different sources to draw conclusions, develops and evaluates alternatives and solutions, solves problems, and chooses a course of action.
Professional Demeanor
- Exhibits behavioral styles that convey confidence and command respect from others; makes a good first impression and represents the company in alignment with its values.
Strategy Development
- Develops business plans by exploring and systematically evaluating opportunities with the greatest potential for producing positive results; ensures successful preparation and execution of business plans through effective planning, organizing, and on-going evaluation processes.
Managing Execution
Building a Successful Team
- Uses an effective interpersonal style to build a cohesive team; inspires and sustains team cohesion and engagement by focusing the team on its mission and importance to the organization.
Strategy Execution
– Ensures successful execution across of business plans designed to maximize customer satisfaction, profitability, and market share through effective planning, organizing, and on-going evaluation processes.
Driving for Results
- Sets high standards of performance for self and/or others; assumes responsibility for work objectives; initiates, focuses, and monitors the efforts of self and/or others toward the accomplishment goals; proactively takes action and goes beyond what is required.
Building Relationships
Customer Relationships
- Develops and sustains relationships based on an understanding of customer/stakeholder needs and actions consistent with the company’s service standards.
Global Mindset
- Supports employees and business partners with diverse styles, abilities, motivations, and/or cultural perspectives; utilizes differences to drive innovation, engagement and enhance business results; and ensures employees are given the opportunity to contribute to their full potential.
Strategic Partnerships
- Develops collaborative relationships with fellow employees and business partners by making them feel valued, appreciated, and included; explores partnership opportunities with other people in and outside the organization; influences and leverages corporate and continental shared services and/or discipline leaders (e.g., HR, Sales & Marketing, Finance, Revenue Management) to achieve objectives; maintains effective external relations with government, business and industry in respective countries; performs effectively as a liaison between locations, disciplines, and corporate to ensure needed resources are received and corporate strategies are understood and executed.
Generating Talent and Organizational Capability
Developing Others
- Supports the development of other’s skills and capabilities so that they can fulfill current or future job/role responsibilities more effectively.
Organizational Capability
- Evaluates and adapts the structure of assignments and work processes to best fit the needs and/or support the goals of an organizational unit.
Learning and Applying Professional Expertise
Continuous Learning
- Actively identifies new areas for learning; regularly creates and takes advantage of learning opportunities; uses newly gained knowledge and skill on the job and learns through their application.
Technical Acumen
- Understanding and utilizing professional skills and knowledge in a specific functional area to conduct and manage everyday business operations and generate innovative solutions to approach function-specific work challenges
Technical Intelligence -
Knowledge and ability to define and apply appropriate technology to enhance business process
Development Methodologies -
Knowledge of general stages of SDLC framework and the application tiers within the development space.
Information Security -
Knowledge of the security considerations relevant within the development space, including industry best practices related to information security
Business Acumen
- Understands and utilizes business information to manage everyday operations and generate innovative solutions to approach business and administrative challenges.
Basic Competencies
- Fundamental competencies required for accomplishing basic work activities.
Basic Computer Skills
- Using basic computer hardware and software (e.g., personal computers, word processing software, Internet browsers, etc.).
Mathematical Reasoning
- The ability to add, subtract, multiply, or divide quickly, correctly, and in a way that allows one to solve work-related issues.
Oral Comprehension
- The ability to listen to and understand information and ideas presented through spoken words and sentences.
Reading Comprehension
- Understanding written sentences and paragraphs in work related documents.
Writing
- Communicating effectively in writing as appropriate for the needs of the audience.
Marriott International is an equal opportunity employer committed to hiring a diverse workforce and sustaining an inclusive culture. Marriott International does not discriminate on the basis of disability, veteran status or any other basis protected under federal, state or local laws.",https://www.indeed.com/viewjob?jk=2102e07d0506c64b&from=serp&vjs=3
Full Stack PHP Developer,,"New York, NY",,"GeoPhy is a technology led business focused on providing actionable data, analytics and valuations to commercial real estate institutional lenders and investors in the financial sector. Our technology provides data and insight that helps drive acquisition due diligence, current book monitoring, and site selection review. GeoPhy’s multidisciplinary teams consist of data scientists, engineers, statisticians and economists, using data science and supervised machine learning to optimize the unprecedented volume and variety of data now available in the real estate sector.
As Full Stack Developer, you will be responsible for building and maintaining our client facing products. You will be working on a range of SaaS applications that will provide our clients with the information they seek. Part of that responsibility is designing and building the required auxiliary services to maintain billing, authentication, and API requests.
Our applications typically don't have to handle a large number of visitors but, rather, have to provide a large body of information in a useful and concise way.
What you'll be responsible for
You will be in charge of developing new product lines and features for our web applications as well as improving and maintaining the quality of the entire codebase.
You will participate in the full product lifecycle: planning, conception, development, testing, customer feedback, and iteration.
You will proactively suggest improvements across the whole stack.
Maintain our web application tech stack: PHP, Vue.js, PostgreSQL, Redis and whatever else is required to get the job done
What we're looking for
Strong agile mindset, able to iterate fast and give early feedback
Proven experience with PHP (7+) and VueJS
Excellent communication skills in English
Experience developing SaaS style applications or public API's
Positive attitude
Desire and eagerness to contribute to the success of the company and grow along with it
Hands-on mentality
Bonus points for
AWS experience
Experience with Event Sourcing and DDD
Data visualisation experience
Experience building client facing data applications
Active member of the open source community
Basic understanding of the (global) real estate market
What we give you
You will have the opportunity to accelerate our rapidly growing organisation.
We're a lean team, so your impact will be felt immediately.
Agile working environment with flexible working hours and location, career advancement, and competitive compensation package
GeoPhy is a family friendly company. We arrange social activities to help our employees and families become familiar with each other and our culture
Diverse, unique colleagues from every corner of the world",https://www.indeed.com/viewjob?jk=2981f3961b8616a3&from=serp&vjs=3
Software Developer,Bayer,"Creve Coeur, MO",,"Your tasks and responsibilities
The primary responsibilities of this role, Software Developer, are to:
Collaborate daily with a team of Software Developers, Product Manager, Product Specialists, and Agile Coach to build and support applications;
Work with team and Product Manager to manage project priorities, deadlines and deliverables;
Interact directly with business customers to gather and understand requirements and how they translate in application features;
Develop applications and services for projects owned by the team using the latest tools and technologies;
Deploy applications across all environments in collaboration with development team, release team and Product Management;
Perform unit and integration testing;
Conduct functional and non-functional testing;
Troubleshoot and debug applications;
Evaluate existing applications to refactor, update and add new features;
Develop any technical documentation needed to accurately represent application design and code;
Help to shape the vision for their own team's products and those of related teams, considering impacts, dependencies, and opportunities to collaborate with other teams and groups;
Develop effective relationships & communicate within team, with Product Management, and with customers to increase the overall quality of products owned by the team and across related teams; Identify opportunities to develop new and better solutions;
Anticipate and address technical and organizational obstacles affecting own team and related teams;
Provide guidance and mentoring for technical design and architecture decisions within the team and related teams;
Identify and pursue opportunities to improve own knowledge and skills and those of more junior developers.
Who you are
Your success will be driven by your demonstration of our LIFE values. More specifically related to this position, Bayer seeks an incumbent who possesses the following:
Required Qualifications:
Bachelor’s Degree in Computer Science or related field, or equivalent combination of education and practical experience;
Minimum of 5 years of experience as a full stack developer;
Minimum of 1.5 years of experience in Content Management Systems like AEM, Drupal;
Minimum of 5 years or more experience in Javascript technologies like Node.JS, Vue.JS;
Minimum of 3 years of experience in AWS;
Five or more years of experience in solving challenging technical problems in two or more of the following areas:
Single page web application development;
Unix/Linux environment management;
Cloud based continuous delivery and environment management;
Mobile application development;
Micro-service design and development;
Large, distributed system development;
Software security;
Processing and analyzing large data sets;
Practical experience and knowledge of industry practices;
Expertise in at least one technology or facet of product development (research, design, programming, testing);
Strong written and verbal communication skills.
Your application
Bayer offers a wide variety of competitive compensation and benefits programs. If you meet the requirements of this unique opportunity, and you have the ""Passion to Innovate"" and the ""Power to Change"", we encourage you to apply now. Job postings will remain open for a minimum of ten business days and are subject to immediate closure thereafter without additional notice. To all recruitment agencies: Bayer does not accept unsolicited third party resumes.
Bayer is an Equal Opportunity Employer/Disabled/Veterans
Bayer is committed to providing access and reasonable accommodations in its application process for individuals with disabilities and encourages applicants with disabilities to request any needed accommodation(s) using the contact information below.
Country:
United States
Location:
MO-Creve Coeur
Functional Area:
[sap_fa_8]
Entry Level:
5",https://www.indeed.com/viewjob?jk=1ae86b79fdb529f7&from=serp&vjs=3
Fullstack Developer,,"Seattle, WA",,"Duration: Longterm
What you’ll be doing:
As a full-stack developer, you will be part of a small team that designs and develops the product API and UI. You’ll work closely with the team to design, review, and implement product features as well as manage code and configuration deployment in the public cloud. You’ll also closely interface with the client teams to help solve day-to-day issues impacting the business (30-50% of the workload).
The following skills are required:
Diagnose and fix customer facing issues
Understand and automate the inspection of malicious ads.
HTTP-based APIs and experience with server-side languages, such as Python.
JS-based web apps, including experience with promises and prototypes.
HTML, CSS, and front-end build toolchains such as grunt or gulp.
Writing SQL queries.
Source code management (Git, SVN, etc.)
Experience with digital advertising, including programmatic ads a big PLUS
HTML
Support sales
How you’ll succeed:
We are looking for high performers who can get things done in a fast moving, high-intensity environment.
Must be able to write correct, stylistically conventional code in at least one major language, experience with Python is a plus.
Must demonstrate a deep understanding of data structures and algorithms.
Experience designing, building and deploying exceptional software.
2-5 years of development experience with enterprise software and SaaS products ideally in the digital advertising space. Experience with programmatic, SSP, DSP, ad server, or audience data products is a BIG plus.
Start-up experience also a plus.
Accolite is a cutting-edge technology consulting services company with offices in North America, Europe, Asia Pac and Delivery Centres in India. We are trusted partners for our Banking, Insurance, Telecom, Aviation, Logistics and Product Engineering clients delivering Digital and Transformation Programmes for them.
We have rapidly grown over the last few years to 850 + people across the globe and continue to hire the top technical minds for our expanding customer base.
Accolite is involved in executing and delivering projects to our client’s critical end-user facing & analytics applications for which we are looking to hire the brightest minds in the industry across experience levels to be working closely with the client partners and delivery managers involved in transformational projects using the latest technology stacks across UI frameworks, React Native, Java, Flink, Kafka, Python, Hadoop etc. The work location could be any of our key development centres across Bangalore / Chennai / Hyderabad or Delhi.",https://www.indeed.com/viewjob?jk=f6fcbd03bf53944a&from=serp&vjs=3
Full Stack Application Programmer,Wedbush Securities,"Los Angeles, CA 90017",,"Job Description:
Wedbush Securities is one of the nation’s largest full-service investment banking and brokerage firms. Our Los Angeles office is seeking a Full Stack Application Programmer to join our Engineering group. The Engineering group is responsible for the development and support of WS’s software platform and framework. This includes the delivery and deployment of new systems, technologies and services which are aligned with WS’s IT strategy for all business groups. The Full Stack Application Programmer is responsible for the design of all project, platform or software application enhancements. Working hand in hand with platform, development resources and various business units to ensure that project requirements are met in a manner consistent with WSh’s strategic vision and roadmap, the Full Stack Application Programmer will also help to develop critical products and reports for our clients, and offer excellent technical support.
Responsibilities include but are not limited to:
Develop front-end website architecture
Design user interactions on web pages
Develop back-end website applications
Create servers and databases for functionality
Ensure cross-platform optimization for mobile phones
Ensure responsiveness of applications
Work alongside graphic designers for web design features
Design and develop APIs
Meet both technical and consumer needs
Stay abreast of developments in web applications and programming languages
Other tasks and duties as assigned
Required Experience:
BS/BA in Computer Science or equivalent work experience
5+ years of experience in .NET/Java development for enterprise architecture, application architecture, and large-scale transactional system development
Highly skilled computer programming experience with both front- and back- end programming
Proficiency with fundamental front end languages such as HTML, CSS and JavaScript
Familiarity working with .Net Framework, JavaScript, HTML and MS SQL
Familiarity with JavaScript frameworks such as Angular JS.
Proficiency with server side languages such as .NET and Java.
Familiarity with technologies including IIS, Entity Framework, Bootstrap, Micro services, console apps and open source software.
Familiarity with database technology including MS SQL, MySQL and MongoDB
Familiarity with TFS, GIT, Jira, Confluence, SDLC, Agile and Scrum
Excellent verbal communication skills required
Strong organizational, project management, and problem-solving skills required
From: Wedbush Securities",https://www.indeed.com/viewjob?jk=32431bdd1784255e&from=serp&vjs=3
Senior Database Engineer,Refinitiv,"St. Louis, MO",,"Job Description
We are looking for a Database Engineer who loves solving deep and complex technical and business problems. We are looking to modernize our database infrastructure by leverage databases options to improve performance, automation to streamline deployment and delivery, in addition to automating the support process. We work closely with other engineering groups to bring a ""full-stack"" perspective on how the application and infrastructure are working together to provide availability and performance while still allowing for the great amount of change we want. The team strives for situational awareness; we know that failure happens, and our people and systems should be resilient to that reality.
Responsibilities:
Pro-Active support of Sybase [15.x], Sybase Replication [15.x], Microsoft SQL server [SQL2008, SQl2012]
Develop, optimize and troubleshoot stored procedures and triggers.
Build out/upgrades SYBASE and REPLICATION server’s version 15.x
Build out/upgrades Microsoft SQL Server version SQL2008/SQL2012
Tune SQL on Sybase/Microsoft SQL Server OLTP and data warehouse systems
Support Development and Production, should be comfortable switching between engineer and trouble shooter
Develop/maintain Index Maintenance/Database Consistency/defrag and other database maintenance scripts and reports
Qualifications:
Bachelor's Degree - Computer Science, technical or engineering degree preferred.
5+ years in a development or support organization supporting large applications with each of the following: Sybase ASE 12.5.x/15.x/16.x, Sybase Replication Server 15.x/16.x, SQL Server, and MySQL on Linux, SUN, or Windows platforms
Strong troubleshooting skills
Good understanding of the Microsoft BI Stack – SSIS, SSRS,SSAS
Detail-oriented approach and methodical approach to solving problems
Strong background in creating and maintaining scripts in (Bash, Powershell)
Knowledge of Linux and Windows systems and regular use of command line tools
Understanding of Database Replication [Sybase Replication Server or Microsoft SQL Server]
Strong communication and interpersonal skills
Have excellent written skills
Self-starter and ability to work with minimal supervision
Enthusiasm for learning and result-oriented
Ability to think logically
Ability to work with little supervision
History of handling complex projects through to completion
Ability to navigate through complex infrastructures independently and act as an application owner is a plus
Strong ability to own side projects including building or improving support tools is a plus
Experience working in a virtual environment (VMware, KVM, XEN) is a plus
Familiarity with Warm Standby and Database Mirroring is a plus
The Financial and Risk Business of Thomson Reuters is now Refinitiv. Refinitiv equips the financial community with access to an open platform that uncovers opportunity and catalyzes change. With a dynamic combination of data, insights, technology, and news from Reuters, our customers can access solutions for every challenge, including a breadth of applications, tools, and content—all supported by human expertise. At Refinitiv, we facilitate the connections that propel people and organizations to find new possibilities to move forward.
As a global business, we rely on diversity of culture and thought to deliver on our goals. Therefore we seek talented, qualified employees in all our operations around the world regardless of race, color, sex/gender, including pregnancy, gender identity and expression, national origin, religion, sexual orientation, disability, age, marital status, citizen status, veteran status, or any other protected classification under country or local law. Refinitiv is proud to be an Equal Employment Opportunity/Affirmative Action Employer providing a drug-free workplace.
Intrigued by a challenge as large and fascinating as the world itself? Come join us.
Locations
St. Louis-Missouri-United States of America",https://www.indeed.com/viewjob?jk=363a97db9f0c0938&from=serp&vjs=3
